code	term	range	group
9961/3	Primary myelofibrosis	995-996	Myeloproliferative neoplasms
9962/3	Essential thrombocythemia	995-996	Myeloproliferative neoplasms
9963/3	Chronic neutrophilic leukemia	995-996	Myeloproliferative neoplasms
9964/3	Chronic eosinophilic leukemia	995-996	Myeloproliferative neoplasms
9965/3	Myeloid or lymphoid neoplasm with PDGFRA rearrangement	995-996	Myeloproliferative neoplasms
9966/3	Myeloid neoplasm with PDGFRB rearrangement	995-996	Myeloproliferative neoplasms
9967/3	Myeloid or lymphoid neoplasm with FGFR1 abnormalities	995-996	Myeloproliferative neoplasms
9968/3	Myeloid or lymphoid neoplasm with PCM1-JAK2	995-996	Myeloproliferative neoplasms
9970/1	Lymphoproliferative disorder, NOS	997	Other hematological neoplasms
9971/1	Post transplant lymphoproliferative disorder, NOS	997	Other hematological neoplasms
9975/3	Myeloproliferative neoplasm, unclassifiable	997	Other hematological neoplasms
9980/3	Myelodysplastic syndrome with single lineage dysplasia	998-999	Myelodysplastic syndromes
9982/3	Myelodysplastic syndrome with ring sideroblasts and single lineage dysplasia	998-999	Myelodysplastic syndromes
9983/3	Myelodysplastic syndrome with excess blasts	998-999	Myelodysplastic syndromes
9984/3	Refractory anemia with excess blasts in transformation	998-999	Myelodysplastic syndromes
9985/3	Myelodysplastic syndrome with multilineage dysplasia	998-999	Myelodysplastic syndromes
9986/3	Myelodysplastic syndrome with isolated del (5q)	998-999	Myelodysplastic syndromes
9987/3	Therapy-related myelodysplastic syndrome, NOS	998-999	Myelodysplastic syndromes
9989/3	Myelodysplastic syndrome, NOS	998-999	Myelodysplastic syndromes
9993/3	Myelodysplastic syndrome with ring sideroblasts and multilineage dysplasia	998-999	Myelodysplastic syndromes
8000/2	unknown	800	Neoplasms, NOS
8004/1	unknown	800	Neoplasms, NOS
8010/1	unknown	801-804	Epithelial neoplasms, NOS
8011/2	unknown	801-804	Epithelial neoplasms, NOS
8012/2	unknown	801-804	Epithelial neoplasms, NOS
8014/2	unknown	801-804	Epithelial neoplasms, NOS
8020/2	unknown	801-804	Epithelial neoplasms, NOS
8022/2	unknown	801-804	Epithelial neoplasms, NOS
8030/2	unknown	801-804	Epithelial neoplasms, NOS
8032/2	unknown	801-804	Epithelial neoplasms, NOS
8040/3	unknown	801-804	Epithelial neoplasms, NOS
8041/2	unknown	801-804	Epithelial neoplasms, NOS
8046/2	unknown	801-804	Epithelial neoplasms, NOS
8050/1	unknown	805-808	Squamous cell neoplasms
8051/2	unknown	805-808	Squamous cell neoplasms
8053/2	unknown	805-808	Squamous cell neoplasms
8053/3	unknown	805-808	Squamous cell neoplasms
8060/3	unknown	805-808	Squamous cell neoplasms
8072/2	unknown	805-808	Squamous cell neoplasms
8073/2	unknown	805-808	Squamous cell neoplasms
8074/2	unknown	805-808	Squamous cell neoplasms
8075/2	unknown	805-808	Squamous cell neoplasms
8077/3	unknown	805-808	Squamous cell neoplasms
8080/3	unknown	805-808	Squamous cell neoplasms
8081/3	unknown	805-808	Squamous cell neoplasms
8083/2	unknown	805-808	Squamous cell neoplasms
8085/2	unknown	805-808	Squamous cell neoplasms
8086/2	unknown	805-808	Squamous cell neoplasms
8090/2	unknown	809-811	Basal cell neoplasms
8091/2	unknown	809-811	Basal cell neoplasms
8094/2	unknown	809-811	Basal cell neoplasms
8103/3	unknown	809-811	Basal cell neoplasms
8121/2	unknown	812-813	Transitional cell papillomas and carcinomas
8123/2	unknown	812-813	Transitional cell papillomas and carcinomas
8124/2	unknown	812-813	Transitional cell papillomas and carcinomas
8131/2	unknown	812-813	Transitional cell papillomas and carcinomas
8143/2	unknown	814-838	Adenomas and adenocarcinomas
8144/2	unknown	814-838	Adenomas and adenocarcinomas
8145/2	unknown	814-838	Adenomas and adenocarcinomas
8146/2	unknown	814-838	Adenomas and adenocarcinomas
8146/3	unknown	814-838	Adenomas and adenocarcinomas
8147/2	unknown	814-838	Adenomas and adenocarcinomas
8148/3	unknown	814-838	Adenomas and adenocarcinomas
8149/3	unknown	814-838	Adenomas and adenocarcinomas
8158/1	unknown	814-838	Adenomas and adenocarcinomas
8160/2	unknown	814-838	Adenomas and adenocarcinomas
8162/2	unknown	814-838	Adenomas and adenocarcinomas
8170/2	unknown	814-838	Adenomas and adenocarcinomas
8172/0	unknown	814-838	Adenomas and adenocarcinomas
8180/2	unknown	814-838	Adenomas and adenocarcinomas
8200/2	unknown	814-838	Adenomas and adenocarcinomas
8211/2	unknown	814-838	Adenomas and adenocarcinomas
8212/2	unknown	814-838	Adenomas and adenocarcinomas
8212/3	unknown	814-838	Adenomas and adenocarcinomas
8213/2	unknown	814-838	Adenomas and adenocarcinomas
8220/2	unknown	814-838	Adenomas and adenocarcinomas
8221/2	unknown	814-838	Adenomas and adenocarcinomas
8240/0	unknown	814-838	Adenomas and adenocarcinomas
8240/2	unknown	814-838	Adenomas and adenocarcinomas
8243/2	unknown	814-838	Adenomas and adenocarcinomas
8246/2	unknown	814-838	Adenomas and adenocarcinomas
8247/2	unknown	814-838	Adenomas and adenocarcinomas
8248/3	unknown	814-838	Adenomas and adenocarcinomas
8249/2	unknown	814-838	Adenomas and adenocarcinomas
8252/2	unknown	814-838	Adenomas and adenocarcinomas
8255/2	unknown	814-838	Adenomas and adenocarcinomas
8260/2	unknown	814-838	Adenomas and adenocarcinomas
8262/2	unknown	814-838	Adenomas and adenocarcinomas
8264/3	unknown	814-838	Adenomas and adenocarcinomas
8271/3	unknown	814-838	Adenomas and adenocarcinomas
8272/1	unknown	814-838	Adenomas and adenocarcinomas
8290/2	unknown	814-838	Adenomas and adenocarcinomas
8310/2	unknown	814-838	Adenomas and adenocarcinomas
8312/2	unknown	814-838	Adenomas and adenocarcinomas
8316/2	unknown	814-838	Adenomas and adenocarcinomas
8319/2	unknown	814-838	Adenomas and adenocarcinomas
8320/2	unknown	814-838	Adenomas and adenocarcinomas
8323/2	unknown	814-838	Adenomas and adenocarcinomas
8325/3	unknown	814-838	Adenomas and adenocarcinomas
8330/2	unknown	814-838	Adenomas and adenocarcinomas
8335/2	unknown	814-838	Adenomas and adenocarcinomas
8340/2	unknown	814-838	Adenomas and adenocarcinomas
8341/0	unknown	814-838	Adenomas and adenocarcinomas
8341/2	unknown	814-838	Adenomas and adenocarcinomas
8343/2	unknown	814-838	Adenomas and adenocarcinomas
8344/2	unknown	814-838	Adenomas and adenocarcinomas
8345/2	unknown	814-838	Adenomas and adenocarcinomas
8349/2	unknown	814-838	Adenomas and adenocarcinomas
8349/3	unknown	814-838	Adenomas and adenocarcinomas
8360/3	unknown	814-838	Adenomas and adenocarcinomas
8370/2	unknown	814-838	Adenomas and adenocarcinomas
8381/2	unknown	814-838	Adenomas and adenocarcinomas
8382/2	unknown	814-838	Adenomas and adenocarcinomas
8384/2	unknown	814-838	Adenomas and adenocarcinomas
8390/2	unknown	839-842	Adnexal and skin appendage neoplasms
8392/3	unknown	839-842	Adnexal and skin appendage neoplasms
8400/2	unknown	839-842	Adnexal and skin appendage neoplasms
8401/2	unknown	839-842	Adnexal and skin appendage neoplasms
8402/2	unknown	839-842	Adnexal and skin appendage neoplasms
8405/3	unknown	839-842	Adnexal and skin appendage neoplasms
8406/2	unknown	839-842	Adnexal and skin appendage neoplasms
8407/2	unknown	839-842	Adnexal and skin appendage neoplasms
8408/2	unknown	839-842	Adnexal and skin appendage neoplasms
8410/2	unknown	839-842	Adnexal and skin appendage neoplasms
8413/2	unknown	839-842	Adnexal and skin appendage neoplasms
8420/2	unknown	839-842	Adnexal and skin appendage neoplasms
8430/2	unknown	843	Mucoepidermoid neoplasms
8440/2	unknown	844-849	Cystic, mucinous and serous neoplasms
8442/2	unknown	844-849	Cystic, mucinous and serous neoplasms
8442/3	unknown	844-849	Cystic, mucinous and serous neoplasms
8443/3	unknown	844-849	Cystic, mucinous and serous neoplasms
8444/3	unknown	844-849	Cystic, mucinous and serous neoplasms
8451/3	unknown	844-849	Cystic, mucinous and serous neoplasms
8452/0	unknown	844-849	Cystic, mucinous and serous neoplasms
8452/2	unknown	844-849	Cystic, mucinous and serous neoplasms
8455/2	unknown	844-849	Cystic, mucinous and serous neoplasms
8455/3	unknown	844-849	Cystic, mucinous and serous neoplasms
8461/2	unknown	844-849	Cystic, mucinous and serous neoplasms
8462/2	unknown	844-849	Cystic, mucinous and serous neoplasms
8462/3	unknown	844-849	Cystic, mucinous and serous neoplasms
8463/3	unknown	844-849	Cystic, mucinous and serous neoplasms
8471/2	unknown	844-849	Cystic, mucinous and serous neoplasms
8471/3	unknown	844-849	Cystic, mucinous and serous neoplasms
8472/2	unknown	844-849	Cystic, mucinous and serous neoplasms
8472/3	unknown	844-849	Cystic, mucinous and serous neoplasms
8473/2	unknown	844-849	Cystic, mucinous and serous neoplasms
8473/3	unknown	844-849	Cystic, mucinous and serous neoplasms
8474/2	unknown	844-849	Cystic, mucinous and serous neoplasms
8480/2	unknown	844-849	Cystic, mucinous and serous neoplasms
8481/2	unknown	844-849	Cystic, mucinous and serous neoplasms
8483/2	unknown	844-849	Cystic, mucinous and serous neoplasms
8483/3	unknown	844-849	Cystic, mucinous and serous neoplasms
8484/3	unknown	844-849	Cystic, mucinous and serous neoplasms
8490/2	unknown	844-849	Cystic, mucinous and serous neoplasms
8502/2	unknown	850-854	Ductal and lobular neoplasms
8508/2	unknown	850-854	Ductal and lobular neoplasms
8510/2	unknown	850-854	Ductal and lobular neoplasms
8521/2	unknown	850-854	Ductal and lobular neoplasms
8523/2	unknown	850-854	Ductal and lobular neoplasms
8524/2	unknown	850-854	Ductal and lobular neoplasms
8525/2	unknown	850-854	Ductal and lobular neoplasms
8530/2	unknown	850-854	Ductal and lobular neoplasms
8540/2	unknown	850-854	Ductal and lobular neoplasms
8541/2	unknown	850-854	Ductal and lobular neoplasms
8542/2	unknown	850-854	Ductal and lobular neoplasms
8543/2	unknown	850-854	Ductal and lobular neoplasms
8550/2	unknown	855	Acinar cell neoplasms
8551/2	unknown	855	Acinar cell neoplasms
8560/2	unknown	856-857	Complex epithelial neoplasms
8561/2	unknown	856-857	Complex epithelial neoplasms
8561/3	unknown	856-857	Complex epithelial neoplasms
8562/2	unknown	856-857	Complex epithelial neoplasms
8570/2	unknown	856-857	Complex epithelial neoplasms
8572/0	unknown	856-857	Complex epithelial neoplasms
8573/2	unknown	856-857	Complex epithelial neoplasms
8574/2	unknown	856-857	Complex epithelial neoplasms
8580/2	unknown	858	Thymic epithelial neoplasms
8590/3	unknown	859-867	Specialized gonadal neoplasms
8591/3	unknown	859-867	Specialized gonadal neoplasms
8592/3	unknown	859-867	Specialized gonadal neoplasms
8593/3	unknown	859-867	Specialized gonadal neoplasms
8594/3	unknown	859-867	Specialized gonadal neoplasms
8621/3	unknown	859-867	Specialized gonadal neoplasms
8622/3	unknown	859-867	Specialized gonadal neoplasms
8623/3	unknown	859-867	Specialized gonadal neoplasms
8632/3	unknown	859-867	Specialized gonadal neoplasms
8633/3	unknown	859-867	Specialized gonadal neoplasms
8642/3	unknown	859-867	Specialized gonadal neoplasms
8680/0	unknown	868-871	Paragangliomas and glomus tumors
8680/1	unknown	868-871	Paragangliomas and glomus tumors
8683/3	unknown	868-871	Paragangliomas and glomus tumors
8690/0	unknown	868-871	Paragangliomas and glomus tumors
8690/1	unknown	868-871	Paragangliomas and glomus tumors
8692/1	unknown	868-871	Paragangliomas and glomus tumors
8693/0	unknown	868-871	Paragangliomas and glomus tumors
8693/1	unknown	868-871	Paragangliomas and glomus tumors
8712/3	unknown	868-871	Paragangliomas and glomus tumors
8713/1	unknown	868-871	Paragangliomas and glomus tumors
8713/3	unknown	868-871	Paragangliomas and glomus tumors
8721/2	unknown	872-879	Nevi and melanomas
8722/2	unknown	872-879	Nevi and melanomas
8723/2	unknown	872-879	Nevi and melanomas
8726/3	unknown	872-879	Nevi and melanomas
8727/3	unknown	872-879	Nevi and melanomas
8730/2	unknown	872-879	Nevi and melanomas
8740/2	unknown	872-879	Nevi and melanomas
8743/2	unknown	872-879	Nevi and melanomas
8744/2	unknown	872-879	Nevi and melanomas
8745/2	unknown	872-879	Nevi and melanomas
8746/2	unknown	872-879	Nevi and melanomas
8760/2	unknown	872-879	Nevi and melanomas
8760/3	unknown	872-879	Nevi and melanomas
8761/2	unknown	872-879	Nevi and melanomas
8770/2	unknown	872-879	Nevi and melanomas
8771/2	unknown	872-879	Nevi and melanomas
8772/2	unknown	872-879	Nevi and melanomas
8790/3	unknown	872-879	Nevi and melanomas
8800/1	unknown	880	Soft tissue tumors and sarcomas, NOS
8820/3	unknown	881-883	Fibromatous neoplasms
8821/0	unknown	881-883	Fibromatous neoplasms
8821/3	unknown	881-883	Fibromatous neoplasms
8822/3	unknown	881-883	Fibromatous neoplasms
8823/3	unknown	881-883	Fibromatous neoplasms
8824/3	unknown	881-883	Fibromatous neoplasms
8825/2	unknown	881-883	Fibromatous neoplasms
8826/3	unknown	881-883	Fibromatous neoplasms
8831/3	unknown	881-883	Fibromatous neoplasms
8833/3	unknown	881-883	Fibromatous neoplasms
8835/3	unknown	881-883	Fibromatous neoplasms
8836/0	unknown	881-883	Fibromatous neoplasms
8836/3	unknown	881-883	Fibromatous neoplasms
8841/3	unknown	884	Myxomatous neoplasms
8859/3	unknown	885-888	Lipomatous neoplasms
8860/3	unknown	885-888	Lipomatous neoplasms
8893/3	unknown	889-892	Myomatous neoplasms
8897/2	unknown	889-892	Myomatous neoplasms
8897/3	unknown	889-892	Myomatous neoplasms
8933/2	unknown	893-899	Complex mixed and stromal neoplasms
8936/2	unknown	893-899	Complex mixed and stromal neoplasms
8941/2	unknown	893-899	Complex mixed and stromal neoplasms
8966/3	unknown	893-899	Complex mixed and stromal neoplasms
8974/3	unknown	893-899	Complex mixed and stromal neoplasms
8976/3	unknown	893-899	Complex mixed and stromal neoplasms
8982/2	unknown	893-899	Complex mixed and stromal neoplasms
8983/2	unknown	893-899	Complex mixed and stromal neoplasms
9013/3	unknown	900-903	Fibroepithelial neoplasms
9014/2	unknown	900-903	Fibroepithelial neoplasms
9015/2	unknown	900-903	Fibroepithelial neoplasms
9020/2	unknown	900-903	Fibroepithelial neoplasms
9050/2	unknown	905	Mesothelial neoplasms
9052/2	unknown	905	Mesothelial neoplasms
9055/3	unknown	905	Mesothelial neoplasms
9060/2	unknown	906-909	Germ cell neoplasms
9061/2	unknown	906-909	Germ cell neoplasms
9063/2	unknown	906-909	Germ cell neoplasms
9064/0	unknown	906-909	Germ cell neoplasms
9065/2	unknown	906-909	Germ cell neoplasms
9070/2	unknown	906-909	Germ cell neoplasms
9071/2	unknown	906-909	Germ cell neoplasms
9073/3	unknown	906-909	Germ cell neoplasms
9080/2	unknown	906-909	Germ cell neoplasms
9085/2	unknown	906-909	Germ cell neoplasms
9090/2	unknown	906-909	Germ cell neoplasms
9091/3	unknown	906-909	Germ cell neoplasms
9100/2	unknown	910	Trophoblastic neoplasms
9101/2	unknown	910	Trophoblastic neoplasms
9103/3	unknown	910	Trophoblastic neoplasms
9104/3	unknown	910	Trophoblastic neoplasms
9111/3	unknown	911	Mesonephromas
9120/1	unknown	912-916	Blood vessel tumors
9121/1	unknown	912-916	Blood vessel tumors
9125/3	unknown	912-916	Blood vessel tumors
9131/3	unknown	912-916	Blood vessel tumors
9133/1	unknown	912-916	Blood vessel tumors
9136/3	unknown	912-916	Blood vessel tumors
9150/0	unknown	915	Vascular tumors
9150/1	unknown	915	Vascular tumors
9150/3	unknown	915	Vascular tumors
9160/1	unknown	912-916	Blood vessel tumors
9160/3	unknown	912-916	Blood vessel tumors
9161/3	unknown	912-916	Blood vessel tumors
9174/3	unknown	917	Lymphatic vessel tumors
9175/3	unknown	917	Lymphatic vessel tumors
9200/3	unknown	918-924	Osseous and chondromatous neoplasms
9222/3	unknown	918-924	Osseous and chondromatous neoplasms
9241/3	unknown	918-924	Osseous and chondromatous neoplasms
9260/3	unknown	926	Miscellaneous bone tumors
9282/3	unknown	927-934	Odontogenic tumors
9300/3	unknown	927-934	Odontogenic tumors
9312/3	unknown	927-934	Odontogenic tumors
9321/3	unknown	927-934	Odontogenic tumors
9340/3	unknown	927-934	Odontogenic tumors
9350/0	unknown	935-937	Miscellaneous tumors
9350/3	unknown	935-937	Miscellaneous tumors
9351/0	unknown	935-937	Miscellaneous tumors
9351/3	unknown	935-937	Miscellaneous tumors
9352/0	unknown	935-937	Miscellaneous tumors
9352/3	unknown	935-937	Miscellaneous tumors
9360/0	unknown	935-937	Miscellaneous tumors
9360/3	unknown	935-937	Miscellaneous tumors
9361/0	unknown	935-937	Miscellaneous tumors
9361/3	unknown	935-937	Miscellaneous tumors
9362/0	unknown	935-937	Miscellaneous tumors
9363/3	unknown	935-937	Miscellaneous tumors
9366/3	unknown	935-937	Miscellaneous tumors
9367/3	unknown	935-937	Miscellaneous tumors
9368/3	unknown	935-937	Miscellaneous tumors
9380/0	unknown	938-948	Gliomas
9380/1	unknown	938-948	Gliomas
9381/0	unknown	938-948	Gliomas
9383/0	unknown	938-948	Gliomas
9383/3	unknown	938-948	Gliomas
9384/0	unknown	938-948	Gliomas
9384/3	unknown	938-948	Gliomas
9391/0	unknown	938-948	Gliomas
9393/0	unknown	938-948	Gliomas
9393/1	unknown	938-948	Gliomas
9394/0	unknown	938-948	Gliomas
9394/3	unknown	938-948	Gliomas
9400/0	unknown	938-948	Gliomas
9400/1	unknown	938-948	Gliomas
9401/0	unknown	938-948	Gliomas
9411/0	unknown	938-948	Gliomas
9412/3	unknown	938-948	Gliomas
9413/1	unknown	938-948	Gliomas
9413/3	unknown	938-948	Gliomas
9420/0	unknown	938-948	Gliomas
9421/3	unknown	938-948	Gliomas
9424/0	unknown	938-948	Gliomas
9431/3	unknown	938-948	Gliomas
9440/0	unknown	938-948	Gliomas
9440/1	unknown	938-948	Gliomas
9444/3	unknown	938-948	Gliomas
9450/0	unknown	938-948	Gliomas
9450/1	unknown	938-948	Gliomas
9473/0	unknown	938-948	Gliomas
9490/1	unknown	949-952	Neuroepitheliomatous neoplasms
9500/0	unknown	949-952	Neuroepitheliomatous neoplasms
9500/2	unknown	949-952	Neuroepitheliomatous neoplasms
9503/0	unknown	949-952	Neuroepitheliomatous neoplasms
9503/1	unknown	949-952	Neuroepitheliomatous neoplasms
9505/0	unknown	949-952	Neuroepitheliomatous neoplasms
9506/0	unknown	949-952	Neuroepitheliomatous neoplasms
9506/3	unknown	949-952	Neuroepitheliomatous neoplasms
9508/0	unknown	949-952	Neuroepitheliomatous neoplasms
9509/0	unknown	949-952	Neuroepitheliomatous neoplasms
9509/3	unknown	949-952	Neuroepitheliomatous neoplasms
9530/1	unknown	953	Meningiomas
9531/1	unknown	953	Meningiomas
9531/3	unknown	953	Meningiomas
9532/3	unknown	953	Meningiomas
9533/3	unknown	953	Meningiomas
9534/3	unknown	953	Meningiomas
9535/3	unknown	953	Meningiomas
9537/1	unknown	953	Meningiomas
9537/3	unknown	953	Meningiomas
9538/0	unknown	953	Meningiomas
9539/0	unknown	953	Meningiomas
9540/1	unknown	954-957	Nerve sheath tumors
9550/3	unknown	954-957	Nerve sheath tumors
9562/3	unknown	954-957	Nerve sheath tumors
9563/1	unknown	954-957	Nerve sheath tumors
9570/3	unknown	954-957	Nerve sheath tumors
9590/0	unknown	959-972	Hodgkin and non-Hodgkin lymphomas
9650/1	unknown	959-972	Hodgkin and non-Hodgkin lymphomas
9670/3	unknown	959-972	Hodgkin and non-Hodgkin lymphomas
9725/3	unknown	959-972	Hodgkin and non-Hodgkin lymphomas
9728/3	unknown	959-972	Hodgkin and non-Hodgkin lymphomas
9729/3	unknown	959-972	Hodgkin and non-Hodgkin lymphomas
9749/0	unknown	974	Mast cell neoplasms
9749/1	unknown	974	Mast cell neoplasms
9751/0	unknown	975	Neoplasms of histiocytes and accessory lymphoid cells
9752/0	unknown	975	Neoplasms of histiocytes and accessory lymphoid cells
9752/1	unknown	975	Neoplasms of histiocytes and accessory lymphoid cells
9753/1	unknown	975	Neoplasms of histiocytes and accessory lymphoid cells
9753/3	unknown	975	Neoplasms of histiocytes and accessory lymphoid cells
9754/3	unknown	975	Neoplasms of histiocytes and accessory lymphoid cells
9765/3	unknown	976	Immunoproliferative diseases
9769/3	unknown	976	Immunoproliferative diseases
9826/3	unknown	980-994	Leukemias
9836/3	unknown	980-994	Leukemias
9970/3	unknown	997	Other hematological neoplasms
9971/3	unknown	997	Other hematological neoplasms
9991/3	unknown	998-999	Myelodysplastic syndromes
9992/3	unknown	998-999	Myelodysplastic syndromes
